"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"GRK7",-0.747368167491658,-1.0835438359278,-1.71200757082654,0.146029990934651,0.586594435378314,-5.38340974086414,0.518733400633535
"ALPK2",0.482204173717523,-1.53774650071422,1.70291884048016,0.147769443444192,0.58859851510423,-5.39498640830304,0.521024111699521
"SPEG",0.486246051770304,1.80972792383109,1.68882358150893,0.150508052706688,0.59185487539806,-5.41290783039658,0.52677818447341
"MAST3",-0.91607512950137,2.78768000974364,-1.67155505789445,0.153932167423265,0.596471109078556,-5.43480858912037,0.529979768416346
"RPS6KA2",-0.461664633896828,4.55854563870451,-1.66313666432749,0.155629368099789,0.599868353203923,-5.44546237392816,0.529979768416346
"MAP3K3",0.414966376271224,4.89480405417372,1.65880854478821,0.156509153907857,0.600810479756464,-5.45093380225489,0.529979768416346
"MAK",1.91417885318908,-0.090812385976293,1.65444208154855,0.157401726979571,0.601334578880422,-5.4564495414734,0.529979768416346
"ACVRL1",-1.70294298541308,-0.333102587086754,-1.6515545448753,0.157994751051709,0.601796442373052,-5.46009477557754,0.529979768416346
"SIK2",0.493307561637468,4.48738817919577,1.65102760860504,0.158103208225044,0.601952581774252,-5.46075978106891,0.529979768416346
"MAP3K11",-0.275943068666001,8.27661374088454,-1.63526136748067,0.161382577738174,0.605523990693379,-5.48062810377965,0.53718955946413
"CAMK2G",-0.30775569944928,4.00434469447345,-1.62219131460792,0.164151960612565,0.608129207628231,-5.49705516355,0.538883525816025
"AMHR2",-0.640583234880599,1.12070141516522,-1.62217383316101,0.164155695889335,0.608129207628231,-5.4970771080141,0.538883525816025
"DYRK4",-0.328291439102155,4.99181266693165,-1.60737622461367,0.167347687731589,0.611211742745985,-5.51562608258033,0.545599310686549
"PINK1",0.237567093770194,3.39242986585516,1.57099851608997,0.175455687573837,0.618573314940464,-5.56099247327732,0.562788213842441
"TYK2",0.386027986187771,4.49210624859102,1.56981206932458,0.175726491410643,0.618573314940464,-5.56246627662393,0.562788213842441
"MTOR",-0.26217585153131,5.499627373215,-1.56788635601843,0.176166898870848,0.619189491914619,-5.56485759335905,0.562788213842441
"MELK",0.376979458421521,4.8471410774054,1.56101907539248,0.177746207319041,0.619189491914619,-5.57337711330806,0.56404796455909
"TTK",0.249923431414653,4.53732837287989,1.55514845465289,0.179107227479055,0.620528974790751,-5.58064998672588,0.564490259265496
"STK32C",-0.349948627493367,3.39040044569703,-1.54991352464463,0.180329413733221,0.621049153998806,-5.58712730337541,0.564490259265496
"NUAK2",-0.413047599905322,0.586388869794521,-1.54517240912883,0.181443297621052,0.621049153998806,-5.59298700935386,0.564490259265496
"KSR1",0.409334630571706,-0.528775744267538,1.53280980900799,0.184379259437425,0.624809700847103,-5.60823640143714,0.568183241638086
"MAP3K1",0.237453144842983,5.86686180705897,1.53014694539509,0.185017652214083,0.624846153253043,-5.61151532357158,0.568183241638086
"PHKG1",-0.712610521068863,0.975390590129375,-1.51015847606457,0.189878331227068,0.62982134390853,-5.63606157875333,0.57937234400054
"YES1",0.539704250583854,4.0798797789389,1.50185340727168,0.191933913130566,0.633151352224486,-5.64622510155498,0.581914284395855
"EPHB1",1.14037552738731,-1.11875388989935,1.46535848635608,0.201222663803135,0.643735324633522,-5.690630592778,0.60256935383514
"CDK10",-0.333895646766022,6.32557534840817,-1.46514433482486,0.201278418612998,0.643735324633522,-5.69088989654211,0.60256935383514
"PRKCI",0.259504770613739,4.93369451731389,1.45643780526771,0.203557698380647,0.646443236064338,-5.70141925507415,0.605584152682424
"STK36",0.20347271323588,4.98700617521364,1.41538122369674,0.214640349078592,0.660275302414665,-5.75072223368095,0.634201620735059
"IRAK4",0.533870931106253,2.73413808255874,1.41029322684577,0.216052874386195,0.662336977052336,-5.7567906797724,0.634201620735059
